1,0.5596718221352053,0.0002298162411601897
5,0.2063364246297641,1.447307254292869
10,0.20620132048522632,10.876626714422953
15,0.22217352457748743,25.957323437174697
20,0.24185682435682937,54.8001940911371
25,0.23901846107208158,92.2212229895816
30,0.2463031803897563,131.3789455442082
35,0.2473402929750848,171.03133671977955
40,0.2389739795651973,222.66471235424228
45,0.26316539005190037,280.90585520729275
50,0.24120111316345755,337.18913670828636
55,0.25389574345817234,397.70504834633346
60,0.24357500721000938,450.3953183382956
65,0.23986218041599752,512.9501151124979
70,0.24390207713282094,574.6605793482152
75,0.22993642767031217,635.3504965061836
80,0.22496767720012426,701.0815893193829
85,0.23418767215383454,758.6456362788572
90,0.21727060740552953,818.6916491991076
95,0.21408481050783182,880.0402853244152
100,0.2063229008785378,948.2635722224408
105,0.19562142959663442,998.0470667656516
110,0.19811609269322988,1058.5211211706132
115,0.2015255187131518,1121.0805328351892
120,0.1889451864124023,1181.5310413986965
